i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
3491-001-01,2020-21,Zanzibar,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1.791759469
3492-001-01,2020-21,Zanzibar,0,0,0,1,1,2,1,0,1,0,0,0,0,1,1.945910149
3492-001-02,2020-21,Zanzibar,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
3493-001-01,2020-21,Zanzibar,1,1,1,0,0,0,0,0,0,3,1,0,0,0,1.945910149
3494-001-01,2020-21,Zanzibar,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1.609437912
3495-001-01,2020-21,Zanzibar,0,1,1,1,0,0,2,1,1,2,0,1,1,0,2.397895273
3495-001-03,2020-21,Zanzibar,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
3496-001-01,2020-21,Zanzibar,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
3496-001-02,2020-21,Zanzibar,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1.386294361
3508-001-01,2020-21,Zanzibar,0,0,1,0,0,0,1,1,3,2,0,1,1,0,2.302585093
3510-001-01,2020-21,Zanzibar,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
3511-001-02,2020-21,Zanzibar,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1.386294361
3512-001-01,2020-21,Zanzibar,0,0,0,1,1,0,1,0,0,0,2,1,0,0,1.791759469
3513-001-01,2020-21,Zanzibar,0,0,0,2,2,0,2,0,1,2,0,1,1,1,2.48490665
3515-001-01,2020-21,Zanzibar,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1.609437912
3527-001-01,2020-21,Zanzibar,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.386294361
3528-001-01,2020-21,Zanzibar,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1.386294361
3530-001-01,2020-21,Zanzibar,0,1,2,1,1,0,0,0,0,0,1,1,0,0,1.945910149
3531-001-02,2020-21,Zanzibar,1,0,1,1,0,1,2,0,0,1,0,1,0,0,2.079441542
3531-001-03,2020-21,Zanzibar,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1.791759469
3532-001-01,2020-21,Zanzibar,1,0,2,0,4,0,1,1,0,0,0,1,1,0,2.397895273
3533-001-01,2020-21,Zanzibar,0,0,0,2,1,0,0,0,1,0,0,1,1,0,1.791759469
3534-001-01,2020-21,Zanzibar,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
3538-001-01,2020-21,Zanzibar,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1.609437912
3546-001-01,2020-21,Zanzibar,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289
3547-001-01,2020-21,Zanzibar,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1.945910149
3547-001-08,2020-21,Zanzibar,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1.609437912
3548-001-01,2020-21,Zanzibar,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1.386294361
3548-001-03,2020-21,Zanzibar,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.098612289
3549-001-01,2020-21,Zanzibar,0,1,0,0,0,0,0,1,0,2,1,0,1,1,1.945910149
3549-001-04,2020-21,Zanzibar,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
3552-001-02,2020-21,Zanzibar,1,1,1,1,0,1,0,0,1,1,4,1,0,1,2.564949357
3553-001-01,2020-21,Zanzibar,0,0,1,2,0,0,2,1,0,1,0,0,1,1,2.197224577
3553-001-03,2020-21,Zanzibar,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
3553-001-04,2020-21,Zanzibar,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
3565-001-01,2020-21,Zanzibar,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912
3566-001-02,2020-21,Zanzibar,0,0,0,0,0,0,0,0,3,1,2,0,0,1,1.945910149
3566-001-03,2020-21,Zanzibar,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361
3567-001-01,2020-21,Zanzibar,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.098612289
3568-001-01,2020-21,Zanzibar,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
3568-001-02,2020-21,Zanzibar,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1.386294361
3569-001-01,2020-21,Zanzibar,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1.609437912
3570-001-01,2020-21,Zanzibar,0,0,0,0,1,0,1,1,2,1,0,1,1,0,2.079441542
3571-001-01,2020-21,Zanzibar,0,0,0,0,0,1,0,2,2,1,1,1,0,0,2.079441542
3572-001-01,2020-21,Zanzibar,0,0,0,1,0,1,0,2,0,0,0,1,0,1,1.791759469
3572-001-03,2020-21,Zanzibar,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
3584-001-01,2020-21,Zanzibar,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.098612289
3585-001-01,2020-21,Zanzibar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
3586-001-01,2020-21,Zanzibar,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.386294361
3586-001-02,2020-21,Zanzibar,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1.386294361
3587-001-01,2020-21,Zanzibar,1,1,1,0,0,0,1,0,1,0,0,1,1,1,2.079441542
3587-001-03,2020-21,Zanzibar,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
3587-001-05,2020-21,Zanzibar,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
3588-001-01,2020-21,Zanzibar,0,1,1,1,0,0,0,0,2,3,1,1,1,0,2.397895273
3589-001-01,2020-21,Zanzibar,0,1,1,0,0,1,1,0,0,0,1,2,0,0,1.945910149
3590-001-01,2020-21,Zanzibar,1,0,0,0,0,0,0,0,2,1,0,0,1,1,1.791759469
3603-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1.609437912
3604-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3605-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3606-001-01,2020-21,Mainland Rural,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.098612289
3607-001-01,2020-21,Mainland Rural,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1.791759469
3608-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3609-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471806
3610-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
3622-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
3622-001-03,2020-21,Mainland Other Urban,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.098612289
3625-001-01,2020-21,Mainland Other Urban,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1.386294361
3627-001-01,2020-21,Mainland Other Urban,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.098612289
3632-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.386294361
3641-001-01,2020-21,Mainland Rural,1,0,1,1,2,0,1,0,0,0,1,1,0,0,2.079441542
3643-001-01,2020-21,Mainland Rural,0,0,1,1,0,2,0,1,0,0,1,1,0,0,1.945910149
3644-001-01,2020-21,Mainland Rural,1,1,1,0,1,0,1,1,1,0,0,0,1,1,2.197224577
3645-001-01,2020-21,Mainland Rural,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.386294361
3646-001-01,2020-21,Mainland Rural,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
3647-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3648-001-01,2020-21,Mainland Rural,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1.609437912
3660-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1.945910149
3660-001-04,2020-21,Mainland Rural,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1.609437912
3660-001-10,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3662-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361
3662-001-03,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
3663-001-01,2020-21,Mainland Rural,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1.791759469
3664-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
3665-001-01,2020-21,Mainland Rural,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1.609437912
3665-001-05,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
3666-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,0,1,2,1,0,0,1,1,1.945910149
3667-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
3667-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3667-001-03,2020-21,Mainland Rural,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
3682-001-02,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
3682-001-03,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3682-001-04,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3684-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
3685-001-02,2020-21,Mainland Other Urban,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1.386294361
3686-001-02,2020-21,Mainland Other Urban,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1.609437912
3687-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1.609437912
3689-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289
3698-001-01,2020-21,Mainland Other Urban,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1.945910149
3699-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3699-001-02,2020-21,Mainland Other Urban,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1.791759469
3700-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
3700-001-04,2020-21,Mainland Other Urban,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1.791759469
3702-001-01,2020-21,Mainland Other Urban,1,0,0,0,0,1,0,0,2,2,0,0,0,1,1.945910149
3702-001-07,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6931471806
3703-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
3703-001-02,2020-21,Mainland Other Urban,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1.609437912
3705-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
3705-001-02,2020-21,Mainland Other Urban,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1.609437912
3717-001-01,2020-21,Mainland Rural,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1.386294361
3718-001-01,2020-21,Mainland Rural,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1.609437912
3719-001-01,2020-21,Mainland Rural,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1.791759469
3720-001-01,2020-21,Mainland Rural,0,0,1,1,0,2,1,0,0,0,1,1,0,0,1.945910149
3721-001-01,2020-21,Mainland Rural,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.386294361
3722-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.098612289
3723-001-01,2020-21,Mainland Rural,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912
3723-001-03,2020-21,Mainland Rural,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361
3724-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,2,1,0,0,1,1,0,1.791759469
3737-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3737-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3738-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
3738-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
3739-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.098612289
3740-001-01,2020-21,Mainland Rural,0,1,0,0,0,1,1,3,0,0,0,1,1,1,2.197224577
3741-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1.386294361
3741-001-03,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
3741-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
3742-001-01,2020-21,Mainland Rural,1,0,0,1,0,4,0,0,0,0,0,2,0,0,2.079441542
3743-001-01,2020-21,Mainland Rural,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1.791759469
3755-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471806
3756-001-01,2020-21,Mainland Rural,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1.609437912
3756-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3757-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3757-001-02,2020-21,Mainland Rural,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
3758-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1.609437912
3759-001-02,2020-21,Mainland Rural,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1.609437912
3760-001-01,2020-21,Mainland Rural,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.098612289
3761-001-01,2020-21,Mainland Rural,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
3762-001-01,2020-21,Mainland Rural,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.386294361
3774-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
3775-001-01,2020-21,Mainland Rural,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
3775-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
3776-001-01,2020-21,Mainland Rural,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
3777-001-01,2020-21,Mainland Rural,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1.609437912
3778-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3778-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
3779-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3780-001-01,2020-21,Mainland Rural,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1.609437912
3781-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1.386294361
3781-001-02,2020-21,Mainland Rural,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.386294361
3793-001-01,2020-21,Mainland Rural,0,0,2,0,1,1,0,0,1,1,0,0,0,0,1.791759469
3794-001-01,2020-21,Mainland Rural,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1.791759469
3794-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
3795-001-01,2020-21,Mainland Rural,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1.791759469
3796-001-01,2020-21,Mainland Rural,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1.386294361
3797-001-01,2020-21,Mainland Rural,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1.386294361
3797-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3797-001-04,2020-21,Mainland Rural,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
3797-001-06,2020-21,Mainland Rural,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1.098612289
3798-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3798-001-02,2020-21,Mainland Rural,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1.609437912
3799-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
3800-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
3812-001-01,2020-21,Mainland Other Urban,0,1,0,1,3,0,0,1,0,1,0,0,1,1,2.197224577
3814-001-01,2020-21,Mainland Other Urban,0,0,0,0,1,0,0,1,0,0,2,0,1,1,1.791759469
3815-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3816-001-01,2020-21,Mainland Other Urban,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.098612289
3816-001-02,2020-21,Mainland Other Urban,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1.386294361
3817-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361
3817-001-02,2020-21,Mainland Other Urban,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1.386294361
3818-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289
3819-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3822-001-02,2020-21,Mainland Other Urban,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1.386294361
3831-001-01,2020-21,Mainland Rural,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1.386294361
3831-001-02,2020-21,Mainland Rural,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
3832-001-01,2020-21,Mainland Rural,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1.791759469
3833-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.098612289
3833-001-04,2020-21,Mainland Rural,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1.609437912
3833-001-05,2020-21,Mainland Rural,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1.609437912
3834-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3834-001-02,2020-21,Mainland Rural,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1.386294361
3835-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
3836-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
3837-001-01,2020-21,Mainland Rural,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.609437912
3838-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
3850-001-01,2020-21,Mainland Rural,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912
3851-001-02,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289
3852-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1.386294361
3852-001-05,2020-21,Mainland Rural,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1.791759469
3852-001-07,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3854-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1.609437912
3854-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3855-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
3856-001-01,2020-21,Mainland Rural,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1.791759469
3859-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1.386294361
3869-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1.386294361
3870-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
3871-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.386294361
3871-001-03,2020-21,Mainland Rural,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
3872-001-01,2020-21,Mainland Rural,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1.791759469
3872-001-03,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
3872-001-04,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
3874-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289
3875-001-01,2020-21,Mainland Rural,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.098612289
3876-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
3876-001-02,2020-21,Mainland Rural,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1.609437912
3888-001-01,2020-21,Mainland Rural,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1.609437912
3889-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
3889-001-02,2020-21,Mainland Rural,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361
3890-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1.609437912
3891-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1.609437912
3892-001-01,2020-21,Mainland Rural,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1.386294361
3892-001-02,2020-21,Mainland Rural,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
3892-001-03,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
3893-001-01,2020-21,Mainland Rural,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1.791759469
3894-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
3895-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1.609437912
3895-001-04,2020-21,Mainland Rural,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1.386294361
3907-001-01,2020-21,Mainland Other Urban,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
3908-001-01,2020-21,Mainland Other Urban,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361
3909-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1.609437912
3910-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
3911-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1.386294361
3912-001-01,2020-21,Mainland Other Urban,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
3913-001-01,2020-21,Mainland Other Urban,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
3914-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1.609437912
3926-001-01,2020-21,Mainland Other Urban,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.386294361
3928-001-01,2020-21,Mainland Other Urban,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1.386294361
3929-001-01,2020-21,Mainland Other Urban,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1.098612289
3930-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3931-001-01,2020-21,Mainland Other Urban,0,0,1,1,2,0,2,1,0,1,0,0,1,1,2.302585093
3932-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1.386294361
3933-001-01,2020-21,Mainland Other Urban,0,0,1,0,0,2,0,1,1,0,1,1,0,0,1.945910149
3934-001-01,2020-21,Mainland Other Urban,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
3945-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3946-001-01,2020-21,Mainland Rural,0,0,1,0,0,1,0,0,2,0,0,1,0,1,1.791759469
3946-001-02,2020-21,Mainland Rural,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1.609437912
3946-001-05,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289
3947-001-01,2020-21,Mainland Rural,1,0,0,1,2,2,0,0,0,0,1,1,0,0,2.079441542
3948-001-01,2020-21,Mainland Rural,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2.302585093
3948-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948-001-05,2020-21,Mainland Rural,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1.791759469
3949-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,2,0,1,1,0,0,1,1,1.791759469
3950-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
3951-001-01,2020-21,Mainland Rural,0,0,0,0,0,1,0,2,1,0,0,0,1,1,1.791759469
3951-001-11,2020-21,Mainland Rural,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1.609437912
3966-001-01,2020-21,Mainland Rural,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1.609437912
3967-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
3969-001-01,2020-21,Mainland Rural,0,1,0,2,0,0,0,1,0,0,1,1,0,0,1.791759469
3970-001-02,2020-21,Mainland Rural,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.098612289
3970-001-03,2020-21,Mainland Rural,0,0,1,1,1,2,2,0,3,0,1,1,0,1,2.564949357
3972-001-01,2020-21,Mainland Rural,0,0,0,1,3,0,0,0,0,0,1,1,0,0,1.791759469
3983-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1.609437912
3985-001-01,2020-21,Mainland Other Urban,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1.945910149
3987-001-01,2020-21,Mainland Other Urban,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1.791759469
3988-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.098612289
3988-001-02,2020-21,Mainland Other Urban,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
3989-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1.609437912
